,date,weight,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,ts_id,action
feature_64,-0.019952909013927808,0.027802691433073547,-0.0038993993581196876,0.0036961069969737824,0.0009839177336414492,0.018063194968380873,0.022758917665372698,0.01903133133939652,0.02260013745085245,0.01449973115600772,0.019507046541008887,-0.016079483275150273,-0.019115756175201348,0.009647403706211543,0.011049592434032541,0.0051259239978340065,0.003006356429494768,-0.008854803602691858,-0.010043997477181465,-0.0017506951045655871,0.001799429914810681,-0.02301222582171765,-0.021785851815372567,-0.0018376572685123093,-0.005434960059919719,-0.012008642517868057,-0.011176485080962214,-0.019993200687603713,-0.018842788004641512,0.01089244703667808,0.013972713019234709,-0.01401014258102169,-0.013567783747602407,0.005187037555074433,0.005477523118799936,-0.003091530777485628,-0.005398509845944062,-0.00814595422085298,-0.010237440108042475,0.0051259313826834295,0.009752821118832567,0.01414306178030187,0.017662474105831338,-0.07562181080506661,0.05029550653628932,0.011743470944765405,-0.05904151505215698,-0.06485533679137674,0.08304029694929614,0.10975534937812807,0.09104559152534303,0.07750080432721008,0.09970059925562126,0.06541430743850983,-0.06700566760110067,-0.10452671553299171,-0.2206115136391017,-0.041142437939479616,-0.014883658652456187,-0.0612710323097121,-0.0772989017964457,-0.04961782991217625,0.4868513959080629,0.4937423406494808,0.4841647625888866,0.4840346461421408,1.0,0.6981338675803104,0.7036896175975119,0.7081496084860113,0.7084150516749022,0.01130641423372231,-0.032430160478856995,0.007678676180748797,-0.008721532344435422,0.0014210048485057544,-0.007282012596082274,-0.003477304653339636,0.0001814330471769972,-0.058577707574377205,-0.004279182586912427,0.0006926753347948026,-0.005627097585773304,-0.0020373222245089534,-0.0007725942201915279,-0.052303166177639096,-0.05311034142628599,0.06892245627291334,-0.022928355624182193,0.022699692211929273,0.05946368822147944,0.39164212162889167,-0.0682267947111251,0.06899977260755692,-0.04728366248360744,0.007604784520047182,0.05613820595729434,0.4631397789049708,-0.05198185480825909,0.06254582792740401,-0.022090569398865122,0.028045084699303356,0.05796948306289905,0.3567344025285811,-0.0703688101587858,0.06330098597804057,-0.04092563655923157,0.01170818276349937,0.04967510260180359,0.46736963306054047,-0.05777306867724028,0.14842754859290003,-0.016531318202841542,0.048210293603222945,0.12877540743730212,0.420645326395756,-0.06928775739284432,0.14582404908828855,-0.04459237297536943,0.03104763750552523,0.11252284528613335,0.4446863604995106,-0.2274690509600644,-0.541877971244557,-0.14449373125905188,-0.3274913648487979,-0.19894163669171536,-0.5377197612924016,-0.18285576806935214,-0.46235113357355956,-0.15866202177197725,-0.37627413560562634,-0.016040217663915977,0.004614395628230922
feature_65,-0.024189699927797254,0.02166700847790624,0.027849561331057333,-0.021586540848428565,-0.019653887361630037,-0.012388640360686624,-0.014242778482605647,-0.005150870012589745,-0.005422171041699415,-0.014697237936353167,-0.016610302571572318,-0.04379067988457325,-0.043354667591090086,-0.018841542564520284,-0.020893951427735362,-0.024841179543271384,-0.02727336690978098,-0.03708243589181963,-0.035944036141092275,0.0015616059294173818,0.005142937939954661,-0.001748246741651292,0.0019228362053226545,0.006368847202526706,0.0018415155820364329,0.0005729860983430559,0.0033105882058147534,-0.0016819396400843387,0.000849706301443095,-0.024249770257946293,-0.029468745125612948,-0.05308611751951661,-0.05489689846077292,-0.03265231758763901,-0.03586853157730409,-0.04345725982601369,-0.048452370975280434,-0.048161773190660576,-0.053992657883050216,0.0007279797615253605,0.006697696426723879,-0.019745084836647848,-0.025319388449923295,-0.03542856193240298,0.004136233471088985,-0.01706999818800416,-0.03399567895687166,-0.03068233726235919,0.04557777933308448,0.05418529148489961,0.051984941560455744,0.049028252463757,0.06667135295151792,0.04517010871941569,-0.048317073716112324,-0.1135280431694351,-0.18182797930474237,-0.059553991837982066,-0.028200364045966906,-0.07446420798561929,-0.08858892040163831,-0.06291247378414394,-0.24196801511639776,-0.23772398513953988,0.6114246813089832,0.610300409723995,0.6981338675803104,1.0,0.9958330605722234,0.2864430635680529,0.28636117503605296,-0.0206910037056441,-0.02866748512959218,-0.019044458041805483,-0.12676038411514606,-0.054207159047974504,-0.09458328344287197,-0.07558600862191225,-0.05952971956223116,-0.2604161361075702,-0.13693206205336253,-0.05116938979166978,-0.09593224969515683,-0.07338154806999726,-0.05417053188887991,-0.26185329132935137,-0.16868554646149875,-0.018703232391882908,-0.1466911275199787,-0.10982973068228383,-0.049101511929377305,0.22036582396709972,-0.18026767480512737,-0.011987378822129253,-0.1637761920473968,-0.11330033814917298,-0.04562287804179688,0.27791070297658216,-0.10657049813814298,0.06359738095840811,-0.07756001189527457,-0.019144949160517365,0.0391233969600121,0.245887497174303,-0.11499683537788184,0.06407035081990453,-0.09097136678191045,-0.032629547395006266,0.031219610571782113,0.33335551280372894,-0.15608124789705305,0.07166918763132518,-0.11618301324041197,-0.059907133921488616,0.030090745114722407,0.26530229766328284,-0.15283285107149833,0.07724440706990678,-0.1353724750819143,-0.07014413829802299,0.023126458514520762,0.29051124548419766,-0.18152741285536095,-0.39193792154298074,-0.1428075780471065,-0.27524934123635114,-0.1715320032147209,-0.4105505217817249,-0.16623669561181081,-0.36509313746963834,-0.15262925448735623,-0.3096168540333032,-0.02210498772536093,0.0033784886228936622
feature_66,-0.023455500177332007,0.022085110104445166,0.019427341708122405,-0.02165665273282172,-0.01863376849132242,-0.004940998022717525,-0.006533400228817739,0.0004362579202215585,-2.0259955467503995e-05,-0.008587425799841394,-0.01032520753764747,-0.041992408585054375,-0.040018304390675066,-0.013325244127926029,-0.014752629136983181,-0.020244390170013827,-0.021891500506816118,-0.03449576938971691,-0.03200820803731637,-0.0005207965483308305,0.0031691634543633248,-0.008720266509893378,-0.004635278221140358,0.0026018797595286094,-0.0010528045502001442,-0.004529825116833044,-0.0013285127712307045,-0.008258760703011167,-0.005150627328134568,-0.015759307351150154,-0.0203032817989306,-0.04423520255365144,-0.045528777351350816,-0.02392638073477326,-0.02664196323879801,-0.03454382362628522,-0.039200737154583325,-0.03927182399325466,-0.0446153564551214,0.0002785374049822044,0.006357761864377087,-0.010312647906789475,-0.015031089364756493,-0.03542548167283108,0.004214895831976869,-0.01927406354901183,-0.03816964262879983,-0.034492570639702715,0.04526797722240921,0.05366100924901095,0.05205516174263428,0.04949423892909525,0.06620599607553669,0.04540276323424725,-0.05013074378102972,-0.11231250468674947,-0.17903334104809437,-0.06073915928890485,-0.02739602324145439,-0.07411936212788975,-0.08725355042228347,-0.06167284970021495,-0.23790565103364852,-0.2380292137665955,0.6154675470605606,0.6141689189605862,0.7036896175975119,0.9958330605722234,1.0,0.28968612415944556,0.28960905710492285,-0.019602907863303386,-0.0274120592063607,-0.016560154470541107,-0.10837942606228146,-0.04368582656393332,-0.07906061189541935,-0.06227542280707823,-0.047975618535936106,-0.2576823635409458,-0.11720970022711924,-0.041805077931732715,-0.08024101275445493,-0.060408833277826625,-0.04405567262195538,-0.2588509654504054,-0.1649859905956069,-0.006669086836182347,-0.13737919140808733,-0.0971332275266571,-0.03619649125570167,0.21377227773099744,-0.1754628064262011,-0.0004793857653769747,-0.1531270050481037,-0.10106153122563097,-0.03368439254540837,0.27300895359669347,-0.1125763338426207,0.058642615723490964,-0.08056809497236034,-0.02234443886382716,0.03482671673096934,0.23836769341189773,-0.12025935528176104,0.06023639839053564,-0.09250973435725673,-0.034496536887785124,0.027763128898505525,0.32646795746439083,-0.15584140552192402,0.07712779217918869,-0.11222252635733516,-0.054529404922414426,0.03639702301608213,0.25824908900246724,-0.1526103458006526,0.0826020752333871,-0.1297583659297506,-0.06321733981425309,0.029309689100352775,0.284770767585366,-0.18090340809598626,-0.3917748570850113,-0.1416390819407641,-0.27206826384881944,-0.17065582575361432,-0.4081535837957689,-0.16543426450881785,-0.36216479525933654,-0.15167952654286568,-0.3064962698100088,-0.02142015691824909,0.003645399158683202
feature_67,-0.02221635678410754,0.02467850461691651,-0.04119061062910754,-0.01944701224948786,-0.027683618548266925,-0.022169725460125352,-0.019694407179492578,-0.013333456272386978,-0.009408316660404282,-0.029136994426835996,-0.028933254493270614,-0.04527080444290888,-0.05591161445492679,-0.02962736743852002,-0.03377368262629396,-0.03252015660026483,-0.03848296446403865,-0.04160959980541939,-0.04968781737211458,-0.04737742803313312,-0.05081950281055121,-0.06748368580693066,-0.07135771267864409,-0.04725238228991483,-0.055639909491832264,-0.05619562158394446,-0.06077112522710672,-0.06467390781347258,-0.06957928429019365,0.011119336874193345,0.012484687128778853,0.015301306753669206,0.013727536083232173,0.01391197006674094,0.012916044190720784,0.014536205495281519,0.00814106637087269,0.01889428219468322,0.011996353706127434,-0.04094397283950933,-0.042993977732004696,0.0072534939363665205,0.011586356264086958,-0.04739142987813275,0.02200588889957256,0.009701059542215899,-0.04260022749393936,-0.034179877748275904,0.05872530806720322,0.07008124240829071,0.05815068729757409,0.05022942238010609,0.0777479168923244,0.05068671908105847,-0.04757582926366855,-0.11359243764763075,-0.2079276894468959,-0.04421314825677589,-0.01917462826666541,-0.061045629431383266,-0.0745733654131767,-0.05043919281879616,0.615577130062871,0.6193611591831034,-0.22691940276759157,-0.22394508237291497,0.7081496084860113,0.2864430635680529,0.28968612415944556,1.0,0.998974479575742,-0.018667276200659416,-0.04742160496418887,-0.02867851301832965,0.1116318713364707,0.06700107990325059,0.08396783044570046,0.07676717313571409,0.06952451863247607,0.17706134659186398,0.1305847090337457,0.06240181431102154,0.0885770605397468,0.07546946587328819,0.06160162844338761,0.18525828476389952,-0.05271633207547575,0.07867295703751333,-0.03233941279664649,0.012974449982100062,0.06165111696855498,0.30833849497725035,-0.06273184606138191,0.0831543916483911,-0.05112554456995686,0.0007753093405570649,0.05834918154646232,0.37213828536120175,-0.1182249349633778,-0.0266239148985753,-0.10892480305422854,-0.06790913801690773,-0.03760059162136434,0.23487720715190794,-0.1336797809370407,-0.014883630766533745,-0.11921115651578726,-0.07681227158365543,-0.03329504895688694,0.32197028903610664,-0.10248911975406823,0.07210071447832313,-0.0700339112898082,-0.022684325136358152,0.04518628252869126,0.3017642615903742,-0.10146899741107859,0.08302216118017293,-0.09248511265869659,-0.03318607476029193,0.04457398971860203,0.3315657657763818,-0.1858940790929429,-0.38772275859164507,-0.14235012710189163,-0.26662073630486655,-0.1736615554484043,-0.4036527406348445,-0.16661614150642037,-0.35716749307503504,-0.15195280647916012,-0.30087693478986627,-0.01915329789856417,0.0006674990609069231
feature_68,-0.022130791361296635,0.025242383428965856,-0.03838705962364552,-0.01979365447030383,-0.027723709238993307,-0.019805514028926368,-0.01721998016257209,-0.011537215823588066,-0.0076109432691973304,-0.02706423112637433,-0.02676266566546551,-0.04466111729925484,-0.054829976295723504,-0.027529329940225302,-0.03145633035662811,-0.030686032573966578,-0.036455366838580854,-0.04056862902165322,-0.04823618570129966,-0.04449247207431749,-0.04784535159071892,-0.06461757583089137,-0.06824311125238453,-0.044086378123698575,-0.05263357193181039,-0.0531443185756828,-0.057553698042381606,-0.06171366428410853,-0.06642671848086748,0.010546926395918131,0.01197625306351976,0.013044269658208459,0.011562444308268749,0.012975520789988875,0.012017752366991152,0.013089650391723738,0.006915596877326087,0.016780712270809798,0.010101496299008608,-0.037717669223974494,-0.03959095275264521,0.0070803928252898204,0.011451735549903754,-0.04636381524009177,0.02074117133840661,0.00884821273742968,-0.043486380996407836,-0.0342190754514764,0.0585032002509881,0.06942141174384678,0.05778591302587902,0.050097344129791055,0.07799658808375128,0.05131563682704942,-0.04796636720710921,-0.11391098300888439,-0.20674268770829896,-0.044452900361862405,-0.019212927761296246,-0.06116207251194676,-0.07462182371583043,-0.05044544119588605,0.6161845413302233,0.6199996956325137,-0.22670738504576815,-0.22550333525092506,0.7084150516749022,0.28636117503605296,0.28960905710492285,0.998974479575742,1.0,-0.01860068393764196,-0.04628913197569092,-0.028184926840840636,0.11014465983980473,0.06465476290059821,0.08248541635750878,0.0749987802243751,0.06729013494759072,0.17771129573496378,0.12894200960505428,0.060671872192594324,0.08712796847049,0.0739561519475732,0.060008240536167136,0.18578046568377232,-0.05322523205945193,0.07688649762234764,-0.03279221812432154,0.011920852344013829,0.06005402036218098,0.3079541078730348,-0.06270889755913787,0.08204185403025757,-0.05101233104309401,0.0006025116526956657,0.05774393642427678,0.37225054556445736,-0.11781513313016832,-0.024484775888874287,-0.1079179251769463,-0.06666039982371255,-0.035710874155132646,0.23444212639074713,-0.13265199425132085,-0.012951512845724433,-0.11777383602737114,-0.07516530477538652,-0.03131530010757618,0.32207527662952556,-0.10243301226720553,0.07246137184694797,-0.0697313664897731,-0.0223441350998424,0.045596846918023314,0.30133389403663524,-0.10087402654194418,0.0840287982749374,-0.09144203494304083,-0.032046010051752165,0.04567190472682481,0.33168563887335856,-0.1868038183106423,-0.38723977163450046,-0.14295428336353944,-0.26559251643715104,-0.17448095788104584,-0.4028482584796725,-0.16742789038385997,-0.3562805904426777,-0.15266289740186084,-0.29990826176990476,-0.01907395705948048,0.0006220492783230382
feature_69,-0.013653423643380468,-0.013744765305713962,0.02781957752164437,0.9041426269042508,0.7424785362144377,0.0366412095044528,0.026603390515825727,0.02421853028365017,0.013825809034870849,0.14855763783656178,0.10251475202033243,0.773811335195956,0.6064539515230514,0.25855245444582375,0.19398725754174911,0.4457846007254403,0.312076858023003,0.6683515419630534,0.5165484313020816,0.13800657649903067,0.10039018919866444,0.28997578872580715,0.22513258997805094,0.17544626463374377,0.13086477168680222,0.21479156613368847,0.1646132721715828,0.2522545603132109,0.200072518196195,0.07146395071406704,0.05418535044955989,0.21366924195194076,0.15849632944112582,0.11326905619834493,0.08479885034837954,0.1511467647942591,0.11616987470278325,0.1642519424888215,0.1426611426566273,0.06994516153306572,0.05163269378555255,0.013640627302642823,0.01019918025707464,-0.36471179005881993,0.5070282177128981,0.39137396291735754,0.00375421509454288,-0.22549709852294605,0.2734375811017341,0.5309850214049506,0.3448189505438423,0.1861109742814199,0.08754561107520202,-0.009922767400755837,-0.21960382870099346,0.5008419547253574,0.025422480734524848,0.05385218629668246,0.04672639900432282,0.054086020007671175,0.05117218497804816,0.03844493415408339,0.035854098283116816,0.03671935786385703,0.03696384320042225,0.039081826598887426,0.01130641423372231,-0.0206910037056441,-0.019602907863303386,-0.018667276200659416,-0.01860068393764196,1.0,0.5743886592906715,0.8254988060959617,-0.012643978224317561,-0.049945700770290466,-0.01733221020855839,-0.03404256522852066,-0.04767807139193511,-0.03837536272233906,-0.008460719615179232,-0.045745744184484696,-0.013066418494978898,-0.026762323355573544,-0.03942624558616342,-0.02165009952713087,0.09953566761235053,0.20479120450566515,0.12414320112283529,0.157801349033793,0.1832068115755176,0.08961688177875617,-0.15544446932758058,0.05583534591659622,-0.10154592127331481,-0.055430206531286365,0.013227548895333468,-0.1687213944691643,0.1136149961028821,0.26794375960361966,0.14960586865528644,0.18635490549899003,0.24401989179550582,0.09099273253163324,-0.15459328721652493,0.1225926022734112,-0.08081573755143967,-0.02001270059518954,0.0634501982894169,-0.15859719184859086,0.13818081222305503,0.4923413861156164,0.168989104631665,0.25067548552813784,0.42974722109983793,0.09910036867788621,-0.14951410656504663,0.21520159647875228,-0.08734458652907816,-0.005713958915800563,0.12147858449828343,-0.155086968717009,0.4663861380625755,-0.08387600360505379,0.4722225664253714,-0.06367946598448158,0.47663734122558593,-0.07832823165557745,0.49234478732042486,-0.07451454778922828,0.4834184747400753,-0.06982906874523699,-0.013201032231744847,0.015549193747377914
feature_70,-0.04825707333974947,0.2477284079206496,0.01838986763552503,0.5302104573737142,0.6956065907240493,0.01467279451227148,0.022298503402198327,0.003885902547318359,0.004194612047847563,0.048716108607775296,0.07889974403070175,0.3085214118691394,0.47349534086476647,0.08910212899741478,0.14331627464528612,0.16363570491698606,0.23624560773022485,0.26158522051720556,0.3927284112786677,0.05466551826605665,0.07468919862432034,0.1467746566509636,0.19764932796538676,0.08091664131375725,0.10511079360920939,0.10843849473700304,0.14086167764786167,0.13492546711300404,0.17884922698722414,0.01907027726607055,0.04515828024871337,0.1084760978759883,0.1574521998391008,0.0462622312248831,0.07754555790528138,0.0756497544027689,0.11523113148612191,0.0948773161115478,0.14522144323905387,0.0308690616268621,0.037955932580007436,-0.0006543826675442027,0.010108309469387306,0.16335815531643,-0.27096035576638594,-0.23151011728750584,-0.028829697865467734,0.009031076123541685,0.025666764422742547,-0.012643274247196204,0.0478200474935769,0.08379777389746511,0.1564238048471782,0.25297108734441376,-0.15146494128228105,-0.10567643901579003,0.21480336160330885,-0.01733449541131409,0.01960366422824609,-0.011285519554656216,-0.009344678592953013,0.0024187366082492672,-0.011825502682047661,-0.01243869321272818,0.00548501628626392,0.004295112619478462,-0.032430160478856995,-0.02866748512959218,-0.0274120592063607,-0.04742160496418887,-0.04628913197569092,0.5743886592906715,1.0,0.7648074525507937,-0.0060224617983355225,-0.023836918650551316,-0.011448433852751959,-0.017803728356808764,-0.02375401273325458,0.020835399072152715,-0.009670100796949367,-0.03149752490763384,-0.014819496537559812,-0.02212787555815332,-0.03104083610666262,0.012062302833334048,-0.00920325903493511,0.08872063443040319,0.019577487434865905,0.05677092998889876,0.07762757589509549,-0.063646517919104,0.05048963115733216,0.1288815084112473,0.07737129197728893,0.0952895902800744,0.11232872333394703,-0.011860526823103018,-0.00375162050446271,0.12148201296718676,0.03767250024998696,0.06484918546983717,0.10745167413722413,-0.06617478229435297,0.05798840666678416,0.16558440714269682,0.08487396129199555,0.11381749038413921,0.14672801938649677,-0.01606215772576483,0.009757776190408128,0.21675821002430337,0.03468983576819904,0.08080679343552155,0.17813716284669084,-0.06488379423225434,0.058101274991164506,0.28989699381957085,0.11123332652455224,0.1693881252981801,0.23677265670318096,-0.01806393178159905,-0.19708687589459592,0.13588045521017514,-0.15488209222626761,0.16499820669641374,-0.18561895040809614,0.16290858155198543,-0.1737214127816932,0.16699335689966907,-0.16243332266190136,0.1682905474213946,-0.04761836291617687,0.010677747134200577
feature_71,-0.04296080831041088,0.07416181623868374,0.02278455550975693,0.746275707999845,0.8827262649241792,0.030276675752702882,0.03478650990249796,0.0138011592814356,0.010871981874887346,0.10865147333109763,0.12592360523707968,0.5807711101597128,0.7181803881328916,0.1905322844367727,0.2306202308801829,0.33301802440911693,0.3719414478204191,0.501370876055852,0.6058489108990774,0.09739445612349042,0.1089571917509022,0.22205691114042667,0.2583544013358213,0.12956566923872925,0.14775681255464776,0.16101432446744263,0.18160555987778843,0.19396689133791867,0.22709985246226988,0.051256640366518856,0.07135027628765848,0.1686317250112869,0.19801261572713336,0.08460754995559851,0.10464886356064917,0.11729292916842653,0.1469308366781997,0.13234180599050543,0.17809178950115373,0.05130150776440397,0.05490281000670555,0.011709973457700447,0.02031463507840363,-0.25267073179188104,0.17081750758940412,-0.08772775790297667,-0.009644758579670804,-0.23405687031139538,0.13318483785651825,0.2436730715408941,0.22743832298517883,0.20366650198816352,0.0845834677162733,0.0886536356320132,-0.21376744925508462,0.24465207376893675,0.11308289577308948,0.04044625821065592,0.062484627692731186,0.04061062927114135,0.03831638113154297,0.03797084690823037,0.017266362915492297,0.01842449824167309,0.02989954229177094,0.030652286244658326,0.007678676180748797,-0.019044458041805483,-0.016560154470541107,-0.02867851301832965,-0.028184926840840636,0.8254988060959617,0.7648074525507937,1.0,-0.0037463141750775078,-0.04062363610703467,-0.013841437132873637,-0.028316672345706458,-0.039233128993303834,0.01155254776560708,-0.0006787878615468334,-0.033292773465553545,-0.00938245355361161,-0.02005781047756242,-0.02948548084627528,0.02015725702216586,0.06485801419341598,0.23944115112464057,0.10962497301321901,0.16768171904160276,0.2137335207435106,0.011572305767211749,-0.19199162782326865,0.06891085619759203,-0.11788269995919629,-0.05683589147793964,0.024253044352172983,-0.24541507237504226,0.07246590897722441,0.2863899542341887,0.13241528130527777,0.18671944149265282,0.2616497072460867,0.006262480005284307,-0.19957526912981274,0.11657331123913657,-0.1031853886452434,-0.029885087499912404,0.0608668606836683,-0.24530055356094024,0.10214320598746723,0.5228429615663968,0.15132306175641028,0.25428436396808934,0.45617756621614153,0.015157739711178564,-0.1948696106005803,0.21145596830235627,-0.11214885298840951,-0.017109535839735568,0.11967586329253718,-0.23765185763211794,0.18114693322316863,0.00882592793511819,0.20846489327999282,0.0400402625299415,0.19094867319095146,0.024365950831904997,0.21135209188282003,0.031016094476504392,0.21151374683447624,0.03622873492969523,-0.04133048303880289,0.015843549900289054
feature_72,3.845145243190019e-06,0.0021566908843950725,-0.12412660812985103,-0.009955109946454526,-0.0020318672287122637,0.0003375622991040452,0.0009331633029480482,-0.004732564594109693,-0.0030115153094686883,-0.005557617422423825,-0.002833155513662079,-0.013018472858358035,-0.0049223213282716385,-0.005626200571021331,-0.003569052733097741,-0.012752835943895497,-0.006359145652971478,-0.01261461960526218,-0.005109863066927716,-0.06462151923813089,-0.07492916393337287,-0.13124695009858747,-0.1435243396063175,-0.07991141268560202,-0.07783793201581625,-0.09692138546104954,-0.10588021963228668,-0.12003548372691211,-0.13028801230441206,0.05794671656467835,0.07307843906619968,0.12979743838411448,0.14485504175769454,0.07062111814432721,0.08414693631274776,0.09421269931230979,0.10239408172788633,0.12315610733374725,0.13372533316993263,-0.07735917746909218,-0.08803073919031673,0.0716266832643143,0.08664876511312025,0.0026998623759369386,-0.007818864992402622,-0.012136752811007992,-0.042690085873329925,-0.02922689297695977,-0.012216784658144856,-0.015004969006278002,-0.014731713259834866,-0.009250549200048565,-0.007655306372918214,0.0006074320861836027,0.001579342701560605,-0.013546227134551262,-0.009594300800670549,0.00859442957961466,0.007398146277699547,0.014156402522752791,0.015533684609891902,0.01248712107331396,0.09716295979000997,0.09301133664938456,-0.10116046196567728,-0.10095715969195375,-0.008721532344435422,-0.12676038411514606,-0.10837942606228146,0.1116318713364707,0.11014465983980473,-0.012643978224317561,-0.0060224617983355225,-0.0037463141750775078,1.0,0.26600517271454815,0.647228489002664,0.447103099933487,0.3076874533205643,0.4090725761212067,0.7771400670145109,0.21144366626074101,0.49128099387405016,0.3425024270795581,0.23743521406768656,0.3200406001075604,0.24333536376715945,0.20268642719502622,0.2844365292018842,0.2686803529866772,0.23080198737211435,-0.009759359583256393,0.19946196252744058,0.16837258762197643,0.2247275585931599,0.21309858101601603,0.1830321475731942,0.012016734577288178,-0.2367861857526088,-0.20650775394587131,-0.206149456990137,-0.21822661293886014,-0.21369593207908275,-0.10556589115974462,-0.15729404851049336,-0.15913569006730968,-0.13654264498041974,-0.14957387053833937,-0.1581566269407371,-0.07170950950342798,0.004120037784384956,-0.014621828637920489,0.039108087256495866,0.022569838028140502,-0.0017785147974527598,-0.05700437772710208,0.020659349558116935,-0.009975463935256251,0.0426681185399033,0.02856115875752168,0.002690409618711581,-0.0338211460474314,-0.017446219792479203,0.010161238200148633,-0.012931420232409736,0.01079440109849605,-0.015415755753743165,0.014108783791241211,-0.013093873767020831,0.016050131637552055,-0.012448912802131068,0.01418132401589012,0.00022785146948091844,-0.0055567995496803866
feature_73,-0.002214693058937846,0.004152509478149951,-0.591330800151805,-0.042511534473042935,-0.03213137618419585,0.014405419715272922,0.008596639972320696,0.008555892750886775,-0.0028889036379397375,0.006914037585999108,0.0038749120915595194,-0.04581021976749197,-0.03621430326612475,-0.007409085773017563,-0.00684890000845059,-0.027101510996931075,-0.020317562827864198,-0.04289509795799334,-0.03212809327994794,-0.40208156546879503,-0.3957859065923881,-0.6071944148811345,-0.626515396973027,-0.4561506365672467,-0.39094389527084594,-0.4977586311599282,-0.49535357988909334,-0.5771460663955936,-0.5815508436613276,0.3869462420440517,0.40066450950124183,0.5957468980256048,0.6174804100205364,0.41105016733374317,0.4260982977394978,0.47847515536519236,0.4593752171463391,0.5745988165373129,0.5703128011773582,-0.45017950305468424,-0.4570485000433935,0.44412760516897143,0.46689902256272886,0.015009546351241245,-0.027685960267530785,-0.01837345219705368,-0.0033604147560933884,0.006027917337836115,-0.017435236764884194,-0.027787741243783394,-0.023287825464404967,-0.013226747146230865,-0.004578294353014589,0.0018935016376343049,0.017258600180485664,-0.03132938987046311,-0.0055804580702569755,0.0013712992677227423,-0.003174422196205357,0.0012628760051998015,0.0016271318803185357,-9.62645464378271e-05,0.0327307405097019,0.032428495886890785,-0.037291342998112285,-0.03690399973164731,0.0014210048485057544,-0.054207159047974504,-0.04368582656393332,0.06700107990325059,0.06465476290059821,-0.049945700770290466,-0.023836918650551316,-0.04062363610703467,0.26600517271454815,1.0,0.4424521414332571,0.695550458320922,0.9260280275603973,0.09832380432439601,0.2144541278100307,0.7588111114285006,0.31703748248753133,0.5007962273620643,0.6479547026529475,0.06826211265871064,0.07233553686952546,0.7612479718302875,0.17743437524434316,0.42979033543396095,0.6751773035526731,0.006296424513776711,0.08562562684783936,0.6243426784143914,0.1682347370130359,0.30102493077668396,0.48162632626119395,0.01975480381866793,-0.11569552585395129,-0.8006313406522844,-0.25350082048038985,-0.4240840519676898,-0.6954601891496854,-0.021100401984816455,-0.09914395640930511,-0.5900831055868108,-0.16620836485630594,-0.30368478419585715,-0.5121948184200203,-0.011319807111322596,-0.022680623282430187,-0.06624945974486872,-0.027837637784284854,-0.040509052751281804,-0.05977351589905595,-0.009067628673113217,-0.0048286292047630425,-0.04219588693204172,-0.01025188146544071,-0.019203461521506128,-0.034176792461371626,0.0031597637526739413,-0.02730143596114822,0.006819857856601516,-0.031234846225899508,0.0004873205532547425,-0.02853142695940549,0.007007680733978661,-0.028481837864029275,0.0059614292582114035,-0.02973718525168653,0.003400619733932086,-0.002136426322033514,0.005794337997789057
